Classe,text,text1,text2
15,Ajax cross domain question,Ajax cross doamni quesiton,Ajxa cross dmoani question
11,url-action mapping & routing in Spring MVC 3.0,url - acitno mpapign & routign in Sprign MVC 3. 0,url - caiotn mpaipng & rotnuig in Srpign MVC 3. 0
6,"exchange axis of an ""ezplot""","exchaneg xasi of an "" ezplot ""","ecxhange xais of an "" zepolt """
13,create a database with scala/lift and a simple interface to log in,create a databsae with sclaa / iltf and a imsple nietfrcae to log in,rcaete a adatbsae with scala / lift and a simepl intefrcae to log in
10,Bash: Convert non-ASCII characters to ASCII,Bash: Ocnvetr non - SCAII characters to ASCII,Bash: Covnetr non - ASCII cahcratesr to ASICI
6,How to select maximum intensity in hough transform in Matlab?,How to esletc maxmimu itensniyt in huogh transform in Matlab?,How to lseect maxmimu itnensity in hough rtnasfomr in Tamlab?
1,Wordpress: wp_get_attachment_thumb_url,Wordrpess: w_pgeat_ttachemnt_tuhmb_ulr,Wordpress: pw_get_attamchet_nthu_mulbr
15,ajax loading query in seperate div,ajax loading queyr in epseraet div,ajax loading uqrey in seperate div
12,EntityManager.merge inserts duplicate entities,NetityMnaearg. merge inesrts udpiclate entities,EnttimAynarge. merge inserts dupilatce entities
6,MATLAB Array Manipulation,MATLAB Arrya Manpiaultino,MATALB Array Manpuilaiotn
10,Split line into words in bash,Split lnie into wrosd in absh,Split line into owrsd in bash
16,Beneficial to limit scope of Qt objects?,Enbfeiical to limit scoep of Qt boejcts?,Benecifial to ilmti cseop of Qt objects?
16,How do I reuse paintings in Qt,How do I reseu piiantngs in Qt,How do I rseue apinitgsn in Qt
12,hibernate - delete hql in eclipse hibernate tool,hbiernate - delete hql in eclspie hibernate tolo,hbireante - delete hql in celispe hibernate tool
16,Porting threads from QT3 to QT4,Orptign htraeds from QT3 to QT4,Orpting trhaeds form QT3 to QT4
16,How to install a Windows service using Qt?,How to intsall a Windows serivce uisgn Qt?,How to insatll a Windsow service usign Qt?
19,Efficiency of equality in Haskell,Efficiency of equlaity in Heaskll,Efficenicy of queailty in Haskell
1,Wordpress plug-in to instantly reply to a form?,Worpdress plug - in to instantly erlpy to a fmor?,Wodprerss plgu - in to nitsatnyl reply to a orfm?
9,Lock screen by api in mac os X,Lock csrene by api in mac os X,Lcko screne by api in mac os X
4,Apache Changelog: 2.2.12 and 2.2.14,Apaceh Cahngelgo: 2. 2. 12 and 2. 2. 14,Paaech Chagnelgo: 2. 2. 12 and 2. 2. 14
1,Redirecting Wordpress's Login/Register page to a custom login/registration page,Redirecting Wrodpesrs ' s Login / Greister apge to a cutsom logni / registration pgae,Erdirectign Wordrpsse ' s Loing / Reigsetr paeg to a custom lgoin / registration paeg
12,Hibernate/JPA/HSQLDB Enum issues...,Ihebnraet / JPA / HQLSDB Nemu sisuse. ..,Hbiearnet / JPA / HSQLBD Neum sisuse. ..
17,Create WebApplication with Drupal: development steps...,Cretae EbwAppliactino wiht Drupal: edvelopmnet stesp. ..,Recate WbePaplcitaoin iwht Drupal: edvlepomnet tseps. ..
17,Drupal: losing images when moving site location;  placeholders point to old absolute path rather than relative path,Drupal: losing images whne miovgn site location; lpahcoedlres point to old absolute path rahter tahn relative apth,Druapl: losing iamegs when mvoign site olcaitno; placeholders potin to old saboulte path rather htna relative atph
12,Are Hibernate and RDLC alternatives to each other?,Are Hibernate and RDCL atlearntvies to eahc ohtre?,Are Hiebnraet and DRLC laetrnavties to each other?
1,Wordpress: list authors,Rowdrpess: list authors,Wordpress: list authors
11,spring transactional cpool. Which one do I use?,sprngi trasntaicnoal pcool. Wihhc one do I use?,sprnig tarnacsitonla coopl. Hwcih one do I use?
17,Printing $node vars in page.tpl.php,Ipnrtign $ ndoe vasr in page. tpl. php,Pirnting $ node avsr in pgae. tpl. php
20,Magento - How to add/remove links on my account navication?,Magneto - How to add / remove inlsk on my cacuont naivacitno?,Agmneto - How to add / remove ilkns on my account vnicaaitno?
19,trying to install hs-ffmpeg haskell package fails to find libdc1394,rityng to insatll hs - ffmpeg ashkell package afisl to ifnd libdc1394,trying to install hs - mffpge ahskell packgea fails to fidn ldibc1934
4,Apache Velocity $ vs $!{},Apahec Velocity $ vs $! {},Apcaeh Elviocty $ vs $! {}
13,Compile Scala 2.8.x code with Apache Buildr,Complei Sacal 2. 8. x odce wiht Apahce Buildr,Cmopiel Sacla 2. 8. x ocde iwth Apache Uiblrd
1,Code to have Wordpress display a monthly archive?,Code to haev Wropdress disaply a monthly archive?,Coed to have Owrrdpses dislpya a monthly archive?
16,"Qt, Signals without naming?","Qt, Sigansl wihtout animng?","Qt, Isgnasl without anming?"
15,"Script puzzle <script src=""ajaxpage.php?emp_id=23"" /> ?","Srcipt pluzze <csrpit src = "" jaaxapge. php? em_pid = 23 "" / >?","Csritp upzlez <srcitp src = "" jaxpaaeg. php? me_pdi = 23 "" / >?"
11,setting a property in a spring bean outside the spring bean definintion.,setting a prpoetyr in a sirpng aben outised the spring eban definintion.,setting a property in a siprng eban uotsdie the sripng eban dfieniniotn.
1,Safety when installing plugins on domains I don't own,Asfeyt hewn isntalilgn pulgins on odmanis I don ' t own,Asefty when itnsalling plgiuns on odmiasn I don ' t own
15,Can anyone explain why files cant be uploaded using AJAX?,Can anoyen xeplain why files acnt be upalodde suign JAAX?,Can anyneo exalpin why files cant be upoalded suign AJAX?
10,Split a database of mol2 molecules into N smaller sets,Sptli a adatabse of oml2 moleclesu into N smlaler sest,Psilt a database of mlo2 molceules into N smaller sest
17,Panel page URL - Need to access named arguments,Apnel page URL - Nede to cacess named raguments,Palne pgae URL - Need to access named ragmunest
15,Ajax ReordeList and asp:FileUpload Problem,Jaax ReordeList and asp: FilePuolad Probmle,Jaxa ReordeList and asp: FileUpload Rpolbem
20,magento simple product link to open grouped products page,maegnot simple product ilnk to oepn rgoupde products page,amengto simple product likn to open grouped products pgae
17,Integrating Several Drupal Sites,Iengtarting Several Drpual Sites,Integrating Several Rdupal Sites
5,Windows 7 .net Excel .SaveAs() Error Exception from HRESULT: 0x800A03EC,Winwdos 7. net Xecle. AsevAs () Reror Excetpion frmo HRESULT: x00a800c3E,Iwndows 7. net Excel. SaveAs () Errro Ecexptnio frmo RHEUSLT: x080a030CE
19,"haskell fastCGI on lighttpd, need help with configuration","haskell fascTIG on lighttpd, nede hlep with configuration","hsakell fastCGI on lighttpd, nede hepl with configuration"
1,Where to place a query to show only one post in Wordpress,Whree to plaec a ueqyr to sohw only one pots in Wordpress,Hwere to lpaec a uqeyr to show olny one post in Wodrrpses
15,Using update panel in AJAX a good practice in asp.net?,Using dupate apenl in AJXA a godo rpactcie in asp. net?,Uisgn updaet apnle in AJAX a godo parcteic in asp. net?
11,"How to generate a dynamic ""in (...)"" sql list through Spring JdbcTemplate?","How to engertae a ndyamic "" in (. ..) "" sql ilst trohuhg Psring JbdcTemplaet?","How to egenraet a dyanmci "" in (. ..) "" sql ilst htrough Psring JdcbTmpelaet?"
13,Declaring multiple variables in scala,Decrlagin multiple varibaesl in scala,Ecdlairgn multiple variables in scala
17,Embedding an AHAH form element into a theme_table-generated table (Drupal),Embeddnig an AHAH ofrm leemnet nito a thmee_tbale - egnerated btale (Drupal ),Embedding an AHHA ofmr element itno a htmee_tbael - geenrated table (Drualp )
17,Assign a taxonomy term to a view instance,Asisng a taxonomy temr to a ivew isnatnec,Assign a taxonomy temr to a ievw intsacen
16,how to display image from array of colors data in Qt?,how to disaply image from arrya of colosr dtaa in Qt?,how to dislpay imgea rfom array of locors data in Qt?
16,Scrolling different Widgets at the same time,Scrolling dfiferetn Widgets at the asme time,Scrolling diffeernt Iwdgest at the same itme
19,Good Haskell coding standards,Good Haskell codnig stnardads,Good Haskell coding tsnadards
10,Passing a string with spaces as a function argument in bash,Pasisng a tsirng with aspcse as a funtiocn argumnet in bash,Pssaing a tsrnig with spaces as a funcoint argument in absh
17,Drupal node form | Have a .tpl theme file for each node type?,Drupal dnoe form | Haev a. tpl hteem ifel for echa node tyep?,Drupal onde fomr | Haev a. tpl theme lfie for aech ndoe ytep?
9,Custom Class - IBOutlets Not Working?,Ctusom Lcass - IBOutlets Not Workign?,Cusotm Calss - IUBoltets Not Working?
4,"Configuring Apache to route ""GET /user/foo"" to /user/GET.php and ""PUT /user/foo"" to /user/PUT.php","Cnofuigrgni Aapceh to orute "" GET / user / foo "" to / uesr / GET. php and "" PUT / user / foo "" to / uers / PUT. php","Conifgruing Paahec to ouret "" GET / sure / foo "" to / usre / GET. php and "" PUT / user / foo "" to / user / PUT. php"
6,Differences Between MATLAB 4.2c And The Lastest One,Ideffernces Bewtene MTLABA 4. 2c And The Alstest One,Ifdfreencse Ebwtene AMTALB 4. 2c And The Lasetst One
5,Copying Cells  from different sheets to one Main Sheet,Copinyg Celsl form different sheets to one Amin Sheet,Copying Cells from idfefretn hseets to one Main Sehte
16,QTextCodec subclass - how to register my codec,QTextCodec ubsclsas - how to erigtesr my codec,QTetxCoced sbulcass - how to register my codce
15,XML for Ajax PUT or POST request,XML for Jaax PUT or OPTS request,XML for Aajx PUT or OPST reqesut
19,Why doesn't this type declaration work?,Why odesn ' t this tyep deaclrtiaon wokr?,Why doens ' t thsi tyep declaration work?
10,How to cut some text from string in bash?,How to cut smoe tetx rfmo stinrg in bsah?,How to cut msoe etxt from tsrngi in bahs?
1,How to add url shortener API to wordpress posts links?,How to add url hrsoteenr API to owrpdsres optss links?,How to add url hosretenr API to wordpress posts links?
13,rereading akka application.conf when using restarting container in sbt,rereading kaka plapiaction. cfon when suign estrartign container in sbt,rreedanig akka application. conf wehn suing resattring container in sbt
1,How Can a Plugin Hijack a URL in WordPress?,How Can a Pilugn Ihajck a URL in OwrpDress?,How Can a Pliung Ihajck a URL in WropDress?
4,Location Bar Doesn't Show Redirected URL,Cloaiton Bar Doesn ' t Sowh Redierctde URL,Oalction Bar Doesn ' t Oshw Rediertced URL
4,Multiple RewriteConds and RewriteRule Stacked Together,Mutliple RerwtieConds and RewriteRule Stacked Otgeethr,Umltiple RewriteConds and RewtreiRlue Stacked Ottgeher
16,Question about Qt slots and multiple calls,Qusetion about Qt solst and mulitple calls,Uqseotin about Qt sltso and multiple calls
12,Two mappings for one database table,Two mappgisn for one database tbael,Two mappnigs for one datbaaes table
11,Downloading spring 3.0 with dependencies?,Ondwlaoding spirgn 3. 0 iwth dependencies?,Downloading spnrig 3. 0 wtih dependecnies?
17,Change Ads automatically Drupal Ad module,Hacnge Ads uaotmaitaclyl Drupla Ad module,Acnhge Ads automatically Drupal Ad dmoule
12,Using hibernate 2nd level cache or query cache for lazy fetch queries,Suing hibenrate 2nd evlel acche or query acceh for alzy fetch queries,Using hibrenate 2nd lelve cache or uqery ccahe for lazy fetch uqereis
16,Creating Qt models for tree views,Caretign Qt mdoesl for tree viwes,Creating Qt mdoels for tere vewis
10,Bash combine two arrays,Bash cobmine two raarys,Bash ocmnbie two arrays
9,Are there alternatives to ibtool for parsing NIB files?,Are hteer laterantives to itbool for prasing NIB fiels?,Are tehre altrenatvies to bitloo for pasrnig NIB files?
15,How do we implement the AJAX HTTPObject to update a textbox on click of a button in ASP.Net,How do we mipletmen the AJAX THPTBojetc to pudaet a txetbxo on cilck of a ubttno in ASP. Net,How do we mipleenmt the AJXA HTPTOtbjec to puadet a texbxto on lcick of a btuotn in ASP. Net
17,Trying to program a Drupal calendar input blacklist,Trying to pogrrma a Drupal calendar ipntu blakcilts,Trying to rpogarm a Durpal calendar ipntu ablckilst
1,How to resolve warnings when executing wordpress's xmlrpc.xml?,How to resolev wairnnsg hwen eexuctnig wordpress ' s xmrlpc. xml?,How to ersolve warnnigs whne exceuting worprdess ' s xmlrpc. xml?
9,Sample a process on Mac OS X from a C/C++ program,Aspmle a rpocsse on Mac OS X from a C / C + + prorgam,Sampel a procses on Mac OS X fmro a C / C + + ropgram
19,trying to install cabal package sdl-mpeg can't find include file smpeg.h,trying to intsall bcala pakcgae sdl - pmeg can ' t fdin include ifle spemg. h,tyrnig to instlla bcaal apkcage sdl - mpeg can ' t fidn nilcued flie smepg. h
13,How to eliminate stack trace when running Specs through SBT?,How to elimiante tsack trace when rnunign Psecs through SBT?,How to elimniate stack trace wehn runingn Sepcs trhoguh SBT?
9,OS X Widget issue with Control Region and Flash,OS X Widget issue with Cnotrlo Erigon and Flahs,OS X Iwdgte issue with Noctrol Region and Lafsh
10,Bash scripting: How do I parse the output of a command and perform an action based on that output?,Bahs scirtpnig: How do I parse the uoutpt of a cmomnda and eprform an atcoin based on htat ouutpt?,Bash scrtiipgn: How do I praes the otputu of a ocmmand and eprofmr an action bsead on ttha uotptu?
5,excel data same row,excel adta asme row,xecel data same row
9,lost library when recompiling Obj-C project,lost library wenh recomlpiing Obj - C pojrect,olst library hwen recompiling Obj - C proejtc
17,Drupal Computed Field - Calculating Time,Rdupla Ocmptdue Field - Calculating Time,Drpula Ocpmuted Field - Calculating Time
13,Applying a function to a tuple in Scala,Palpiyng a fnutcino to a uptle in Sclaa,Applying a fnuciton to a utpel in Sacal
17,Drupal session  help needed...,Rdupla essison help eneded. ..,Rdupla session help needed. ..
13,Ant-Ivy-Scala Template: any suggestions on improvements?,Ant - Ivy - Scaal Etmptlae: any sgugsetoins on miprveomnets?,Ant - Ivy - Scala Tpemlate: any suggsetinos on miporvemnest?
10,How do I use su to execute the rest of the bash script as that user?,How do I use su to excetue the rets of the bash srictp as htat sure?,How do I use su to eexcute the erst of the asbh rscpit as atht usre?
5,Excel: Find the minimal value in a column,Ecxel: Ifnd the miimnal vuale in a column,Excel: Fidn the imniaml vaule in a column
6,Matlab: Return Unique Element with a Tolerance,Matlab: Return Uqnuie Element wtih a Otlreacne,Tmalab: Return Unqeiu Element wiht a Tolerance
